ID,住所,住所（丁目）,住所（番地等）,原因（特定できた場合のみ記載）,被害,発生年月日,branch1,branch2,address,x,y,year
627,高田,,1013付近,大雨,床下浸水,2011年7月1日,1013,,千葉県柏市高田1013 ,139.96147,35.87975,2011
628,高田,,1013付近,大雨,床下浸水,2016年7月15日,1013,,千葉県柏市高田1013 ,139.96147,35.87975,2016
629,高田,,1113付近,集中豪雨,道路冠水,2008年8月28日,1113,,千葉県柏市高田1113 ,139.94981,35.88244,2008
630,高田,,1113付近,集中豪雨,床下浸水,2008年8月28日,1113,,千葉県柏市高田1113 ,139.94981,35.88244,2008
631,高田,,1113付近,集中豪雨,道路冠水,2010年12月3日,1113,,千葉県柏市高田1113 ,139.94981,35.88244,2010
632,高田,,1133付近,集中豪雨,床下浸水,2008年8月30日,1133,,千葉県柏市高田1133 ,139.9463,35.88168,2008
633,高田,,1138付近,集中豪雨,床下浸水,2008年8月30日,1138,,千葉県柏市高田1138 ,139.9463,35.88168,2008
634,高田,,1164付近,台風18号,道路冠水,1991年9月19日,1164,,千葉県柏市高田1164 ,139.94785,35.87888,1991
635,高田,,1179付近,台風18号,道路冠水,1991年9月19日,1179,,千葉県柏市高田1179 ,139.94772,35.87787,1991
636,高田,,1366付近,大雨,床下浸水,2003年10月13日,1366,,千葉県柏市高田1366 ,139.94499,35.88035,2003
637,高田,,1369付近,台風11号,道路冠水,2001年8月21日,1369,,千葉県柏市高田1369 ,139.94499,35.88035,2001
638,高田,,1394付近,台風18号,道路冠水,2014年10月6日,1394,,千葉県柏市高田1394 ,139.9463,35.88168,2014
639,高田,,1417付近,台風18号,道路冠水,1991年9月19日,1417,,千葉県柏市高田1417 ,139.94229,35.88346,1991
640,高田,,高田橋付近,,道路冠水,1990年11月30日,,高田橋,千葉県柏市高田 高田橋,139.94922,35.8777,1990
641,高柳,,589付近,台風18号,道路冠水,2014年10月6日,589,,千葉県柏市高柳589 ,140.00407,35.81607,2014
642,高柳,,866付近,集中豪雨,床下浸水,2007年6月10日,866,,千葉県柏市高柳866 ,140.01207,35.81152,2007
643,高柳,,1145付近,台風9号,道路冠水,2010年9月8日,1145,,千葉県柏市高柳1145 ,140.00333,35.80952,2010
644,高柳,,1358付近,台風26号,道路冠水,2013年10月16日,1358,,千葉県柏市高柳1358 ,139.99794,35.8078,2013
645,高柳,,1499付近,集中豪雨,床下浸水,2007年6月10日,1499,,千葉県柏市高柳1499 ,140.00099,35.80709,2007
646,高柳,,1499付近,集中豪雨,床下浸水,2007年6月10日,1499,,千葉県柏市高柳1499 ,140.00099,35.80709,2007
647,高柳,,1499付近,集中豪雨,床下浸水,2007年6月10日,1499,,千葉県柏市高柳1499 ,140.00099,35.80709,2007
648,高柳,,1499付近,集中豪雨,道路冠水,2008年8月30日,1499,,千葉県柏市高柳1499 ,140.00099,35.80709,2008
649,高柳,,1508付近,大雨,道路冠水,2012年5月10日,1508,,千葉県柏市高柳1508 ,140.00099,35.80709,2012
650,高柳,,1563付近,集中豪雨,道路冠水,2008年8月30日,1563,,千葉県柏市高柳1563 ,139.99763,35.80553,2008
651,高柳,,1563付近,集中豪雨,床下浸水,2008年8月30日,1563,,千葉県柏市高柳1563 ,139.99763,35.80553,2008
652,高柳,,1673付近,集中豪雨,床下浸水,2007年6月10日,1673,,千葉県柏市高柳1673 ,139.99704,35.81247,2007
653,高柳,,1673付近,集中豪雨,床下浸水,2007年6月10日,1673,,千葉県柏市高柳1673 ,139.99704,35.81247,2007
654,高柳,,1673付近,集中豪雨,床下浸水,2008年8月30日,1673,,千葉県柏市高柳1673 ,139.99704,35.81247,2008
655,高柳,,1675付近,集中豪雨,道路冠水,2008年8月30日,1675,,千葉県柏市高柳1675 ,139.99704,35.81247,2008
656,高柳,,1717付近,集中豪雨,床下浸水,2008年8月30日,1717,,千葉県柏市高柳1717 ,139.99544,35.81381,2008
657,高柳,,1717付近,台風26号,床上浸水,2013年10月16日,1717,,千葉県柏市高柳1717 ,139.99544,35.81381,2013
658,高柳,,1717付近,台風26号,床下浸水,2013年10月16日,1717,,千葉県柏市高柳1717 ,139.99544,35.81381,2013
659,高柳,,1757付近,集中豪雨,道路冠水,2008年8月30日,1757,,千葉県柏市高柳1757 ,139.99379,35.81093,2008
660,高柳,,1758付近,集中豪雨,床下浸水,2008年8月30日,1758,,千葉県柏市高柳1758 ,139.99442,35.81124,2008
661,高柳,,1759付近,台風26号,床下浸水,2013年10月16日,1759,,千葉県柏市高柳1759 ,139.99507,35.81165,2013
662,高柳,,1760付近,台風26号,床下浸水,2013年10月16日,1760,,千葉県柏市高柳1760 ,139.9957,35.81202,2013
663,高柳,,1760付近,台風26号,床下浸水,2013年10月16日,1760,,千葉県柏市高柳1760 ,139.9957,35.81202,2013
664,高柳,,1760付近,台風26号,床下浸水,2013年10月16日,1760,,千葉県柏市高柳1760 ,139.9957,35.81202,2013
665,高柳,,1760付近,台風26号,床下浸水,2013年10月16日,1760,,千葉県柏市高柳1760 ,139.9957,35.81202,2013
666,高柳,,1760付近,台風18号,道路冠水,2014年10月6日,1760,,千葉県柏市高柳1760 ,139.9957,35.81202,2014
667,高柳,,1762付近,台風26号,床下浸水,2013年10月16日,1762,,千葉県柏市高柳1762 ,139.99547,35.81118,2013
668,高柳,,1764付近,集中豪雨,床下浸水,2008年8月30日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2008
669,高柳,,1764付近,集中豪雨,床下浸水,2008年8月30日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2008
670,高柳,,1764付近,集中豪雨,床下浸水,2008年8月30日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2008
671,高柳,,1764付近,台風26号,床上浸水,2013年10月16日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2013
672,高柳,,1764付近,台風26号,床下浸水,2013年10月16日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2013
673,高柳,,1764付近,台風26号,床下浸水,2013年10月16日,1764,,千葉県柏市高柳1764 ,139.99428,35.81084,2013
674,高柳,,1765付近,集中豪雨,店舗浸水,2008年8月30日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2008
675,高柳,,1765付近,集中豪雨,床下浸水,2008年8月30日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2008
676,高柳,,1765付近,集中豪雨,床下浸水,2008年8月30日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2008
677,高柳,,1765付近,集中豪雨,床下浸水,2008年8月30日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2008
678,高柳,,1765付近,台風26号,床下浸水,2013年10月16日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2013
679,高柳,,1765付近,台風26号,床下浸水,2013年10月16日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2013
680,高柳,,1765付近,台風26号,床下浸水,2013年10月16日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2013
681,高柳,,1765付近,台風26号,床下浸水,2013年10月16日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2013
682,高柳,,1765付近,台風26号,床下浸水,2013年10月16日,1765,,千葉県柏市高柳1765 ,139.99428,35.81084,2013
683,高柳,,1766付近,集中豪雨,床下浸水,2008年8月30日,1766,,千葉県柏市高柳1766 ,139.99271,35.81044,2008
684,高柳,,1766付近,台風26号,床下浸水,2013年10月16日,1766,,千葉県柏市高柳1766 ,139.99271,35.81044,2013
685,高柳,,1770付近,台風26号,床下浸水,2013年10月16日,1770,,千葉県柏市高柳1770 ,139.99417,35.8097,2013
686,高柳,,1771付近,集中豪雨,店舗浸水,2007年6月10日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2007
687,高柳,,1771付近,集中豪雨,床下浸水,2008年8月30日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2008
688,高柳,,1771付近,台風26号,床上浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
689,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
690,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
691,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
692,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
693,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
694,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
695,高柳,,1771付近,台風26号,床下浸水,2013年10月16日,1771,,千葉県柏市高柳1771 ,139.99312,35.81042,2013
696,高柳,,1816付近,台風26号,道路冠水,2013年10月16日,1816,,千葉県柏市高柳1816 ,139.98877,35.80702,2013
697,高柳,,1922付近,台風26号,道路冠水,2013年10月16日,1922,,千葉県柏市高柳1922 ,139.99356,35.80875,2013
698,高柳,,1922付近,台風26号,道路冠水,2013年10月16日,1922,,千葉県柏市高柳1922 ,139.99356,35.80875,2013
699,中央,1,3付近,大雨,道路冠水,2021年3月13日,3,,千葉県柏市中央1-3 ,139.97398,35.85672,2021
700,中央,2,14付近,集中豪雨,道路冠水,2003年10月13日,14,,千葉県柏市中央2-14 ,139.9726,35.85449,2003
701,千代田,1,11付近,集中豪雨,道路冠水,2008年8月30日,11,,千葉県柏市千代田1-11 ,139.97757,35.85505,2008
702,千代田,2,7付近,台風18号,道路冠水,2014年10月6日,7,,千葉県柏市千代田2-7 ,139.97691,35.85436,2014
703,塚崎,,689付近,台風26号,道路冠水,2013年10月16日,689,,千葉県柏市塚崎689 ,139.99573,35.83121,2013
704,塚崎,,689付近,台風18号,道路冠水,2014年10月6日,689,,千葉県柏市塚崎689 ,139.99573,35.83121,2014
705,塚崎,,1011付近,大雨,床下冠水,2021年8月15日,1011,,千葉県柏市塚崎1011 ,140.00218,35.83207,2021
706,塚崎,,1012付近,大雨,床下冠水,2021年8月15日,1012,,千葉県柏市塚崎1012 ,140.00218,35.83207,2021
707,塚崎,,1016付近,集中豪雨,床下浸水,2007年6月10日,1016,,千葉県柏市塚崎1016 ,140.00218,35.83102,2007
708,塚崎,,1020付近,台風26号,道路冠水,2013年10月16日,1020,,千葉県柏市塚崎1020 ,140.00218,35.83102,2013
709,塚崎,,1149付近,台風9号,道路冠水,2016年8月22日,1149,,千葉県柏市塚崎1149 ,139.99928,35.83354,2016
710,塚崎,,1449付近,大雨,道路冠水,2006年12月26日,1449,,千葉県柏市塚崎1449 ,140.00522,35.82668,2006
711,塚崎,,1449付近,台風26号,床下浸水,2013年10月16日,1449,,千葉県柏市塚崎1449 ,140.00522,35.82668,2013
712,塚崎,,1461付近,大雨,店舗浸水,2014年7月19日,1461,,千葉県柏市塚崎1461 ,140.00131,35.82338,2014
713,つくしが丘,1,7付近,大雨,道路冠水,2000年7月2日,7,,千葉県柏市つくしが丘1-7 ,139.9637,35.83612,2000
714,つくしが丘,1,7付近,大雨,道路冠水,2002年9月12日,7,,千葉県柏市つくしが丘1-7 ,139.9637,35.83612,2002
715,つくしが丘,1,9付近,大雨,道路冠水,2000年7月2日,9,,千葉県柏市つくしが丘1-9 ,139.96425,35.83645,2000
716,つくしが丘,1,12付近,大雨,道路冠水,2000年7月2日,12,,千葉県柏市つくしが丘1-12 ,139.96544,35.8372,2000
717,つくしが丘,2,7付近,台風21号,道路冠水,1991年10月11日,7,,千葉県柏市つくしが丘2-7 ,139.9639,35.83364,1991
718,つくしが丘,2,7付近,集中豪雨,道路冠水,2008年8月30日,7,,千葉県柏市つくしが丘2-7 ,139.9639,35.83364,2008
719,つくしが丘,2,7付近,集中豪雨,床下浸水,2008年8月30日,7,,千葉県柏市つくしが丘2-7 ,139.9639,35.83364,2008
720,つくしが丘,2,7付近,集中豪雨,床下浸水,2008年8月30日,7,,千葉県柏市つくしが丘2-7 ,139.9639,35.83364,2008
721,手賀,,1560付近,台風22号,道路冠水,2017年10月29日,1560,,千葉県柏市手賀1560 ,140.07655,35.83229,2017
722,手賀,,1560付近,台風21号,道路冠水,2017年10月22～23日,1560,,千葉県柏市手賀1560 ,140.07655,35.83229,2017
723,手賀,,1618付近,台風26号,道路冠水,2013年10月16日,1618,,千葉県柏市手賀1618 ,140.07655,35.83229,2013
724,手賀,,1632付近,大雨,道路冠水,2021年8月15日,1632,,千葉県柏市手賀1632 ,140.07748,35.83689,2021
725,常盤台,,2付近,集中豪雨,道路冠水,2008年8月30日,2,,千葉県柏市常盤台2 ,139.96687,35.84982,2008
726,常盤台,,2付近,集中豪雨,床下浸水,2008年8月30日,2,,千葉県柏市常盤台2 ,139.96687,35.84982,2008
727,常盤台,,3付近,,道路冠水,1996年7月3日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,1996
728,常盤台,,3付近,,道路冠水,1996年7月9日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,1996
729,常盤台,,3付近,集中豪雨,床下浸水,2003年10月13日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2003
730,常盤台,,3付近,集中豪雨,床下浸水,2008年8月28日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
731,常盤台,,3付近,集中豪雨,店舗浸水,2008年8月30日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
732,常盤台,,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
733,常盤台,,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
734,常盤台,,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
735,常盤台,,3付近,集中豪雨,床下浸水,2008年8月30日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2008
736,常盤台,,3付近,大雨,道路冠水,2021年3月13日,3,,千葉県柏市常盤台3 ,139.96588,35.85017,2021
737,常盤台,,4付近,集中豪雨,道路冠水,2003年10月13日,4,,千葉県柏市常盤台4 ,139.96623,35.84881,2003
738,常盤台,,25付近,大雨,床下浸水,2002年9月12日,25,,千葉県柏市常盤台25 ,139.96626,35.84375,2002
739,常盤台,,25付近,集中豪雨,床上浸水,2008年8月30日,25,,千葉県柏市常盤台25 ,139.96626,35.84375,2008
740,常盤台,,25付近,集中豪雨,床上浸水,2008年8月30日,25,,千葉県柏市常盤台25 ,139.96626,35.84375,2008
741,戸張,,951付近,集中豪雨,道路冠水,2003年10月13日,951,,千葉県柏市戸張951 ,139.99219,35.85654,2003
742,戸張,,967付近,台風11号,道路冠水,2001年8月21日,967,,千葉県柏市戸張967 ,139.9899,35.85549,2001
743,戸張,,1400付近,大雨,道路冠水,2012年5月10日,1400,,千葉県柏市戸張1400 ,139.99585,35.861,2012
744,戸張,,1588付近,大雨,床上浸水,2016年7月15日,1588,,千葉県柏市戸張1588 ,139.99684,35.86277,2016
745,戸張新田,,ふれあい緑道西側田圃付近,台風18号,道路冠水,1991年9月19日,,ふれあい緑道西側田圃,千葉県柏市戸張新田 ふれあい緑道西側田圃,140.00342,35.86069,1991
746,富里,2,3付近,集中豪雨,床上浸水,2008年8月30日,3,,千葉県柏市富里2-3 ,139.96501,35.85335,2008
747,富里,2,3付近,集中豪雨,床上浸水,2008年8月30日,3,,千葉県柏市富里2-3 ,139.96501,35.85335,2008
748,富里,2,3付近,集中豪雨,床上浸水,2008年8月30日,3,,千葉県柏市富里2-3 ,139.96501,35.85335,2008
749,富里,2,3付近,集中豪雨,床上浸水,2008年8月30日,3,,千葉県柏市富里2-3 ,139.96501,35.85335,2008
750,富里,2,5付近,集中豪雨,道路冠水,2008年8月30日,5,,千葉県柏市富里2-5 ,139.96541,35.85176,2008
751,富里,2,中原ガード下付近,集中豪雨,道路冠水,2008年8月28日,,中原ガード下,千葉県柏市富里2- 中原ガード下,139.96521,35.85326,2008
752,豊上町,,1付近,集中豪雨,道路冠水,2008年8月30日,1,,千葉県柏市豊上町1 ,139.95207,35.86153,2008
753,豊上町,,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊上町1 ,139.95207,35.86153,2008
754,豊上町,,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊上町1 ,139.95207,35.86153,2008
755,豊上町,,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊上町1 ,139.95207,35.86153,2008
756,豊上町,,1付近,集中豪雨,床下浸水,2008年8月30日,1,,千葉県柏市豊上町1 ,139.95207,35.86153,2008
757,豊上町,,2付近,台風18号,道路冠水,1991年9月19日,2,,千葉県柏市豊上町2 ,139.95251,35.86131,1991
758,豊上町,,2付近,台風11号,道路冠水,1993年8月26日,2,,千葉県柏市豊上町2 ,139.95251,35.86131,1993
759,豊上町,,2付近,台風11号,道路冠水,1993年8月26日,2,,千葉県柏市豊上町2 ,139.95251,35.86131,1993
760,豊上町,,2付近,,道路冠水,1993年11月14日,2,,千葉県柏市豊上町2 ,139.95251,35.86131,1993
761,豊上町,,2付近,集中豪雨,床下浸水,2008年8月30日,2,,千葉県柏市豊上町2 ,139.95251,35.86131,2008
762,豊上町,,6付近,台風18号,道路冠水,1991年9月19日,6,,千葉県柏市豊上町6 ,139.95218,35.86037,1991
763,豊上町,,6付近,集中豪雨,床下浸水,2008年8月30日,6,,千葉県柏市豊上町6 ,139.95218,35.86037,2008
764,豊上町,,10付近,集中豪雨,道路冠水,2008年8月28日,10,,千葉県柏市豊上町10 ,139.95256,35.85831,2008
765,豊上町,,10付近,集中豪雨,店舗浸水,2008年8月30日,10,,千葉県柏市豊上町10 ,139.95256,35.85831,2008
766,豊上町,,10付近,集中豪雨,店舗浸水,2008年8月30日,10,,千葉県柏市豊上町10 ,139.95256,35.85831,2008
767,豊上町,,13付近,集中豪雨,道路冠水,2008年8月30日,13,,千葉県柏市豊上町13 ,139.95401,35.85752,2008
768,豊上町,,14付近,集中豪雨,床下浸水,2008年8月30日,14,,千葉県柏市豊上町14 ,139.9534,35.85749,2008
769,豊上町,,16付近,集中豪雨,店舗浸水,2008年8月28日,16,,千葉県柏市豊上町16 ,139.95195,35.85752,2008
770,豊上町,,16付近,集中豪雨,店舗浸水,2008年8月30日,16,,千葉県柏市豊上町16 ,139.95195,35.85752,2008
771,豊上町,,16付近,集中豪雨,床下浸水,2008年8月30日,16,,千葉県柏市豊上町16 ,139.95195,35.85752,2008
772,豊上町,,16付近,台風18号,道路冠水,2014年10月6日,16,,千葉県柏市豊上町16 ,139.95195,35.85752,2014
773,豊上町,,23付近,集中豪雨,床下浸水,2008年8月30日,23,,千葉県柏市豊上町23 ,139.9557,35.85601,2008
774,豊上町,,23付近,集中豪雨,床下浸水,2008年8月30日,23,,千葉県柏市豊上町23 ,139.9557,35.85601,2008
775,豊上町,,23付近,集中豪雨,床下浸水,2008年8月30日,23,,千葉県柏市豊上町23 ,139.9557,35.85601,2008
776,豊上町,,23付近,集中豪雨,床下浸水,2008年8月30日,23,,千葉県柏市豊上町23 ,139.9557,35.85601,2008
777,豊上町,,23付近,集中豪雨,床下浸水,2008年8月30日,23,,千葉県柏市豊上町23 ,139.9557,35.85601,2008
